instances,feature_PIC,feature_POIC,feature_neutrality,feature_lostrictmax,feature_lomax,feature_lostrictmin,feature_lomin,feature_yskew,feature_ykurtosis,feature_sqrDcorSASp,feature_sqrDcorSRtn,feature_sqrDcorSSp,feature_sqrDcorSARtn,feature_sqrDcorSASpRtn,feature_sqrDcorASp,feature_sqrDcorARtn,feature_sqrDcorSpRtn,feature_sqrDcorASpRtn,feature_sqrDcorSSpRtn,feature_GX1,feature_GX2,feature_GX3,feature_PX1,feature_PX2,feature_PX3,feature_EX1,feature_EX2
MountainCar-v0#0.4428571428571428#0.0017857142857142859#0.0030357142857142857,0.15600142927024807,0.010608149844098129,0.7528319896760669,0.1,0.25,0.0,0.86,5.502568751925107,30.981051268589397,0.07991033450287226,0.05811316698076006,0.9893226183834758,0.0045522748980162675,0.00455309679520622,-0.00023468264100399543,0.0010196818070590506,0.05785909341016616,0.0010196564815490616,0.0581226307728173,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MountainCar-v0#0.4428571428571428#0.0017857142857142859#0.00025,0.8350350271597171,0.07371727666412847,0.016036263972969964,0.08,0.08,0.06,0.17,1.0305988988092125,0.07383020221261916,0.24415024406858238,0.06111686486591588,0.9989254419854179,0.013761812060976718,0.013773197991292518,0.000518857846894329,0.0011118954790274953,0.0624224758877485,0.001111751433724657,0.06116223208163654,0.8507110944773222,0.9775063741199036,1.0,1.0,0.984146831989647,0.8284715785546481,0.9942757009345794,1.0
CartPole-v1#0.98#1.3#0.19#0.35#7.0,0.5654803917697304,0.0023151737750968047,0.0,0.07,0.07,0.09,0.09,2.276430952387374,5.126984068592856,0.7198766374138028,0.12127455613486307,0.8358741130675476,0.08357069255592865,0.09027583751526744,0.0995071680789725,0.0004187397620502698,0.12621890862220403,0.0013002446779524519,0.12902175538348162,-0.0,0.5699575024517816,1.0,-0.0,1.0,0.8584939210064234,1.0,-0.0
CartPole-v1#6.859999999999999#1.3#0.01#0.65#19.0,0.6441355800088355,0.002341535925340421,0.005135281385281385,0.08,0.08,0.1,0.11,2.303339295957117,6.382954476677456,0.8235552478755706,0.10796073182392163,0.8039379813212318,0.0924292214721607,0.1259322197784684,0.13946221042829818,0.00020739761142744996,0.11219114359914151,0.005626906104498653,0.1408125358164163,0.0882445635045698,0.13825534526514838,1.0,-0.0,0.15510644646085264,1.0,1.0,-0.0
MountainCar-v0#0.3642857142857142#0.0037142857142857147#0.00025,0.9816005584800658,0.13195995944904676,0.0045035885167464115,0.08,0.08,0.09,0.13,0.35698246459062544,-1.1377637054239507,0.2945203205131833,0.11978446297232785,0.9986969764810879,0.039687991919589584,0.039708137098570316,0.0009111754358433049,0.0050779234472450915,0.12710149622580047,0.005077768007153076,0.11985281196550349,0.6418069925496883,0.984060069598524,1.0,1.0,0.9416371640191922,0.6761657427679696,1.0,0.9935889909118663
LunarLander-v2#27.142857142857142#571.4285714285714#0.3,0.5519270472158284,0.0015895418429253683,0.0,0.13,0.13,0.08,0.08,-1.5178573116196472,3.4646100653286585,0.4165529551972034,0.6378820514175376,0.9811104055393975,0.27688742499698477,0.27715482838417566,0.0004152249290263315,0.0010573764782261415,0.6309587865807619,0.0010671448415203537,0.6386830203967494,0.753609472682334,1.0,0.2771874902663138,0.6215600557052108,1.0,0.9098180786167116,1.0,0.7827141256494226
CartPole-v1#18.62#0.7#0.01#0.35#19.0,0.54142017169529,0.0038097783649092987,0.00832644322096655,0.05,0.05,0.12,0.14,1.5506233824086844,2.3669290865999013,0.7083905073754498,0.09658947440649454,0.6555369046700068,0.0936087406892595,0.32640033041349037,0.24107974739111537,0.0005776593897535949,0.10204291527676893,0.07948571321643766,0.31432643785303865,0.4751555799180989,0.6415696643343115,1.0,0.046672986253860724,1.0,0.09499293713531869,1.0,0.3077348379596814
CartPole-v1#0.98#1.3#0.01#0.05#1.0,0.5019306756964659,0.0023804367186253056,0.0,0.15,0.15,0.09,0.09,2.0900940817072837,5.68609993130079,0.7346741872641985,0.14348232402655534,0.8587912158406841,0.09391457708475902,0.10738263872231735,0.10284278899787865,0.0010584674660198434,0.14996565619239274,0.002736477644562855,0.15918466940796486,0.1140001820868812,0.14277358783806773,1.0,-0.0,0.1517505740243187,1.0,1.0,0.027805384002587114
MountainCar-v0#0.4428571428571428#0.0037142857142857147#0.0030357142857142857,0.6150236035019082,0.03747572767693427,0.09849432803896381,0.07,0.07,0.03,0.33,2.182800913007951,5.122494213127071,0.15798988508172404,0.04993637731446202,0.9908352599398761,0.006357530457749507,0.006359299529661648,0.00011735852929412524,0.0004251715759830893,0.0497160927233621,0.0004251108303616605,0.049947882301555904,0.06536124240378122,0.0585940430639958,1.0,0.18272425249169433,1.0,0.6680439369876708,0.13613265746198222,1.0
CartPole-v1#6.859999999999999#1.9#0.13#0.05#1.0,0.4963215061521593,0.002315173756224624,0.003045072701744366,0.09,0.09,0.07,0.07,0.8238736233853304,0.09349413550581964,0.8394238077860968,0.30526887575067974,0.9626386079686562,0.2167321261478166,0.2882496675534142,0.022679185486180493,8.203235765905243e-05,0.30841833825911974,0.0016125749772919842,0.38426917024407337,0.7320488611138974,0.822806504930158,1.0,0.5584184362552627,0.7929473145383102,1.0,1.0,0.6345128013255652
LunarLander-v2#50.0#1142.857142857143#0.3,0.5153082495635446,0.002198076200767174,0.0,0.1,0.1,0.13,0.13,-0.23535795883669589,-0.8403550470363754,0.7163170320110013,0.12356116651561144,0.9858700178232849,0.08115423941732798,0.082112238844045,-0.0005425026967471765,-0.0004370228536947933,0.11935131313549818,-0.00044468100006389555,0.1248729942402599,1.0,0.9965993249601413,0.7200868534664866,1.0,0.5115220119097954,0.41730947685159964,1.0,0.6192993540490517
MountainCar-v0#0.5214285714285714#0.005#0.008607142857142858,0.018432100033976155,0.0023580954718628944,0.9733244684315153,0.02,0.89,0.0,0.98,9.45564966495821,89.34613888735434,0.14296791701890965,0.012865545081148322,0.9760784173195536,0.0023159566859341034,0.002318568703256446,0.00035380894458234084,0.0010196818070590506,0.01249121712588068,0.001019650696385143,0.012882810906474921,0.7880794701986762,0.0,1.0,0.20033670033670042,0.0,1.0,0.0,1.0
CartPole-v1#18.62#0.1#0.01#0.65#13.0,0.4500355137041516,0.0023151737136851967,0.014901750423489549,0.05,0.06,0.1,0.1,1.309726930813887,1.1358248341531079,0.5491277492988724,0.10481968583288243,0.5169393865190561,0.1048918831098007,0.5548937788762284,0.35291760132966055,0.00022522541154720505,0.09095293062141442,0.3313929056625376,0.5271452929454091,1.0,1.0,0.9586032451107408,0.5206983774446294,1.0,0.97930162255537,1.0,0.7217417061611373
LunarLander-v2#27.142857142857142#1714.2857142857142#0.5,0.8390187766348234,0.0106511331983975,0.0,0.13,0.13,0.1,0.1,-0.4836591245345555,-0.3693739739264488,0.6550940536174684,0.23381174915430278,0.9890134039091214,0.1459389726090899,0.14666451266403902,-1.7505915818044826e-05,-8.913632170368056e-05,0.2275460867313532,-8.834972354476344e-05,0.23492308306966816,0.9393669035698501,0.11383699498464483,1.0,0.8076901191021884,0.4608340799652381,1.0,1.0,-0.0
LunarLander-v2#32.85714285714286#2000.0#1.5,0.47121528404178825,0.0154805632579752,0.0,0.12,0.12,0.09,0.09,-0.5694180660829925,0.5250625174008499,0.8351472546869515,0.20739595971165423,0.9967951647239678,0.15852307464822815,0.1589969245835971,0.0022737288700668532,0.002575501133395997,0.20647023719184926,0.002577400131279035,0.20794706785708017,0.7437544587418787,1.0,0.8668906306270692,1.0,0.9464122448454945,0.7727474904155381,0.7811655473143742,1.0
MountainCar-v0#0.28571428571428564#0.0037142857142857147#0.01,-4.7630224814271985e-08,-3.873961376803892e-14,1.0,0.0,1.0,0.0,1.0,,,0.11645690729789335,0.024945255864247135,0.9717321016076422,0.003239746659323918,0.0032412067629366786,0.0003154878172010608,0.0010196818070590506,0.024473095448407044,0.001019669059156308,0.0249572469375458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CartPole-v1#18.62#0.1#0.13#0.95#7.0,0.5388838559030489,0.0034479794829968225,0.0025415149568073104,0.07,0.07,0.11,0.11,2.498552732953405,6.991484763762546,0.7260039288472488,0.09144025651361946,0.6854955078582998,0.08851743879738909,0.30783920653007546,0.2030423933281471,0.0009897451352045674,0.0952934847465408,0.06249306093405623,0.2999994062210759,0.1295121755755779,1.0,0.5760587083700643,-0.0,0.09806173663543141,1.0,1.0,-0.0
MountainCar-v0#0.05#0.0030714285714285717#0.007214285714285715,0.35640878995976594,0.017821172254233242,0.26368679153239255,0.12,0.12,0.01,0.51,3.8752416630601205,15.951678055578004,0.09887480195310677,0.017021101506299447,0.9777500251448541,0.0023095437773524175,0.002310636495936946,-0.0002478231863987179,0.0010196818070590506,0.01670257653529721,0.0010196590398196942,0.01703147780223877,-0.0,-0.0,1.0,-0.0,1.0,0.9452846463484761,-0.0,-0.0
CartPole-v1#18.62#1.3#0.19#0.65#13.0,0.6877963603523163,0.0061309368951815,0.009181318681318681,0.09,0.09,0.06,0.07,2.5104095012383434,7.379223897263152,0.7954036451542351,0.1376667851827941,0.8530999775134497,0.10153522229169783,0.12009187694458523,0.09500612989832008,-0.00016191069068830646,0.1423919777999695,0.0017715130246476842,0.15745522320345762,-0.0,0.7583990062033168,1.0,0.4229198969514125,0.34654695081152764,1.0,1.0,-0.0
LunarLander-v2#21.42857142857143#0.0#0.3,0.8689508999114095,0.00146601528400353,0.0,0.1,0.1,0.11,0.11,-0.40038162841621416,-0.6189371035948756,0.5514173110964631,0.9359854665027189,0.977273776268123,0.5322161055540604,0.5321612328857485,8.885711378759407e-06,-0.00023830558402162754,0.9192064048985534,-0.00023730304955281336,0.9359613848615548,0.8722261995687104,0.8113679507515924,1.0,1.0,0.785125420882147,0.5987108714158476,0.426193029409531,1.0
LunarLander-v2#27.142857142857142#1428.5714285714287#0.7,0.9209196744669539,0.016070901345030086,0.0,0.11,0.11,0.13,0.13,-0.9709326303572829,0.8318507231880718,0.6023617815834761,0.19249793764646966,0.9893386393588826,0.11166148431105473,0.11203255955916148,0.0001749754365071439,-0.0002977238852300495,0.1880294724092624,-0.0002957477003098548,0.19310825858137246,1.0,0.4064734663948268,0.481834948316178,0.3159273318301546,1.0,0.25615764019913234,0.2942439386118845,1.0
MountainCar-v0#0.12857142857142856#0.002428571428571429#0.005821428571428572,0.27083621933555063,0.01549365182132869,0.4633901462733392,0.12,0.14,0.02,0.68,4.629368237908078,25.41907120582983,0.08895338888697867,0.022780087605283137,0.9817416946499303,0.0026262862140326187,0.002627145761535681,0.0006272884122039866,0.0010196818070590506,0.022493229993349798,0.0010196449803802985,0.0227894675092329,0.07779843206982966,-0.0,1.0,0.02291162861549599,0.12297922577451113,1.0,0.18630486955175393,1.0
CartPole-v1#6.859999999999999#1.9#0.01#0.65#7.0,0.7375632622215267,0.004600473329664484,0.0,0.11,0.11,0.11,0.11,1.8363790970321427,3.6454893499810135,0.5552255148929057,0.1561290154160876,0.9294649332086944,0.07042734615751678,0.0725026071777462,0.0518942850751838,0.001139429051946347,0.1605456290411508,0.0012948795816378482,0.1595354832496301,0.17619179761664,0.7062032895448538,1.0,-0.0,0.6773476035227558,1.0,1.0,-0.0
LunarLander-v2#21.42857142857143#0.0#1.2999999999999998,1.2394677992109482,0.04608317539577089,0.0,0.1,0.1,0.09,0.09,-0.9534259609553694,0.18024796537047383,0.4797309032358608,0.4893273563863181,0.984574700279065,0.24201900153732298,0.24215077808817762,0.0006671595495594291,0.0018793371139749636,0.48095498459319774,0.0018779478685913159,0.48962150766993034,1.0,0.666606800041496,0.27787989134249536,0.2173759614881619,1.0,0.3812768386281669,1.0,-0.0
LunarLander-v2#38.57142857142857#1142.857142857143#0.8999999999999999,0.5557047396819677,0.016523414535593584,0.0,0.09,0.09,0.11,0.11,-0.5527290692784151,1.1754619754609932,0.6430332503555564,0.07547560019056002,0.9930100773874677,0.04080576524743507,0.04142444036549135,0.0008544932631244825,-0.00032578374031087446,0.07421082064167933,-0.0003224422423889022,0.07639806375414336,0.6677852878307846,0.968218277131626,1.0,1.0,0.9226335044456415,0.8069460545432526,1.0,0.9251997462814451
LunarLander-v2#50.0#571.4285714285714#0.5,0.7137814735225785,0.01837196064535851,0.0,0.08,0.08,0.1,0.1,-0.3575356676592266,-0.19019177268553067,0.5722819217836748,0.1929685294723074,0.9655212405664864,0.10700693384222068,0.10744088249989885,0.000568451592857233,-0.00011542682607507295,0.19132235326188887,-0.00011557628154494742,0.19367401904514234,0.30824809282213506,0.8346081851186972,1.0,0.9261147633801181,0.5731446561433128,1.0,0.9129267193737988,1.0
CartPole-v1#6.859999999999999#0.1#0.06999999999999999#0.65#1.0,0.6476822232316877,0.002782477842078219,0.004145113600995953,0.07,0.07,0.08,0.09,2.0760586862257746,5.138266703566147,0.7841259430631679,0.12312965066194716,0.8658183851011245,0.0885277251356859,0.0998858108242322,0.09153604326934235,-6.675934773683983e-05,0.12762843334975302,0.0010738282354491547,0.13555590707333576,0.08126494333594232,0.4223804265082718,1.0,0.059005099061928336,0.6192440932622318,1.0,1.0,-0.0
CartPole-v1#12.74#1.9#0.01#0.05#19.0,0.41571945149852674,0.0023103930913364237,0.007687788246611775,0.06,0.06,0.1,0.11,0.5473288533550619,0.3171511880953717,0.5746289063132232,0.12139660216697035,0.5385744427297234,0.12004017102725975,0.5811428988944103,0.356099747526358,0.0002336828644093086,0.1063638205960467,0.3321172145552305,0.5505978808620904,0.5436580264909056,0.6603168768616515,1.0,0.4125897922483085,0.7747506184860257,1.0,1.0,0.2308887923254337
CartPole-v1#18.62#0.1#0.19#0.05#19.0,-4.7630224814271985e-08,-3.873961376803892e-14,1.0,0.0,1.0,0.0,1.0,,,0.2999443932075121,0.44790192983851534,0.2916184655472068,0.44362935491223593,0.30001829842477556,0.6772366498442145,-0.0002048269486552926,0.13819477145318027,0.6772144082273872,0.29169295623279895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MountainCar-v0#0.5214285714285714#0.0030714285714285717#0.008607142857142858,-4.7630224814271985e-08,-3.873961376803892e-14,1.0,0.0,1.0,0.0,1.0,,,0.0933247672603443,0.02072158194453672,0.9743027400964693,0.0025077130843280627,0.002508649864913999,0.0005434861047229453,0.0010196818070590506,0.020347695771245077,0.0010196771042710621,0.020731238118683847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CartPole-v1#12.74#1.3#0.01#0.05#1.0,0.6177447656854294,0.002710498713110677,0.010763592816193355,0.07,0.09,0.09,0.1,0.46216644435572407,-0.772959047113265,0.9038877195702911,0.2949736154437381,0.9556723118098501,0.23454218251295147,0.3987555566091452,0.028232256204345225,-4.489868949753619e-05,0.29980685130117685,0.0044746799034131295,0.46310338696877307,0.814552498505216,0.9698647810070973,1.0,0.42375432638934246,0.8354698622085808,1.0,1.0,0.7537814284283281
CartPole-v1#6.859999999999999#0.7#0.13#0.65#7.0,0.6913584728009248,0.0035331489513447667,0.0,0.07,0.07,0.11,0.11,2.4215471425178188,8.550851502538668,0.7759093287326562,0.10260035596565045,0.8380683381449773,0.07723929237846251,0.08822601337654253,0.09648013068199099,0.0008809446617793325,0.10775566368275696,0.0021295145530031228,0.11440215382539629,0.2738622510283374,0.29845902875836483,1.0,0.24379113543561598,1.0,0.45555616280068395,1.0,-0.0
CartPole-v1#0.98#1.9#0.01#0.35#13.0,0.4624019941663432,0.004658155394451272,0.0007796101949025488,0.06,0.06,0.08,0.08,3.700363703274177,18.547293609055256,0.7932351397156538,0.10513419775601508,0.8236202673367508,0.08225855189809733,0.09447722795668324,0.11764109579184337,0.00024313229566570602,0.11113556327710251,0.0019300683650512014,0.11778086713102663,0.8068709377901577,0.3178582482203652,1.0,0.05890145395799678,1.0,0.08911147011308562,1.0,-0.0
CartPole-v1#0.98#1.3#0.13#0.05#7.0,0.44077412299421415,0.003689065673648036,0.007145411060703414,0.11,0.12,0.07,0.07,2.5411007535839323,8.75282944634765,0.6454832248669,0.09888228942715153,0.5865324650744047,0.09743161138130396,0.3802692203177063,0.27131681353539566,2.499403650818681e-05,0.0981209485326509,0.12165928271454189,0.3591733374348715,0.8951909846903505,0.7920456045443461,1.0,0.3048684021587706,1.0,0.8766768301643428,1.0,0.7756383608460521
CartPole-v1#6.859999999999999#0.7#0.19#0.05#7.0,0.46611504375751456,0.003449891265303184,0.006824001339666302,0.13,0.13,0.08,0.08,0.8318161069709614,0.5180180296015728,0.5837036986013888,0.11080016595667674,0.5442037318345065,0.11001055509600814,0.5705579279141851,0.35743043883828923,0.00019636705372139864,0.10188569662937769,0.3140039294902045,0.5391901666242034,1.0,0.9009283792388111,1.0,0.351149340626261,0.6433201181044366,1.0,1.0,0.5076905804423487
MountainCar-v0#0.05#0.005#0.007214285714285715,0.7067390535759295,0.043593403232018435,0.09926785673607588,0.1,0.1,0.05,0.34,1.4426252019850767,1.6640377598898421,0.09274332940240732,0.0183366970212212,0.9774719903224425,0.0009984688382708791,0.000999335107979781,0.00048454263443030985,-0.00022076041907963706,0.01853947472386463,-0.00022077887445699407,0.018345756847641472,0.9693547787972215,0.4264514691133316,1.0,0.5991519342422859,0.6643094787657381,1.0,0.8275427088589346,1.0
CartPole-v1#0.98#1.9#0.13#0.65#1.0,0.8544162874925179,0.016044341265316987,0.0,0.06,0.06,0.06,0.06,1.852773052481721,3.9726617256756755,0.14222039376271514,0.2913978741898225,0.9915601258346407,0.034106778579952694,0.03412854959318726,0.010997741881338364,0.0005954665986125639,0.2935209086076229,0.0005963960199610937,0.29154757964986056,0.2356173537691868,0.12013626912474853,1.0,0.18984145832476063,0.9154297437585607,1.0,1.0,-0.0
LunarLander-v2#44.285714285714285#571.4285714285714#1.5,0.5527768469319763,0.0403708404493035,0.0,0.07,0.07,0.14,0.14,-2.2917570855057257,10.205266403912553,0.7601064204717425,0.12398571740941888,0.996570514134376,0.07612452176757796,0.07652284524241658,0.002798827737902117,0.0014185295816457385,0.12295299000993816,0.0014207070412807006,0.12448502042850762,0.8786767642582147,0.9497634205586819,1.0,0.9988902527465378,1.0,0.9110289553925477,1.0,0.9567998945221056
CartPole-v1#12.74#1.9#0.01#0.35#13.0,0.6225393615431074,0.004063651262840704,0.0031043561913127135,0.08,0.08,0.1,0.1,2.6703454856982547,9.558044178052171,0.8048823234335808,0.13559896559413379,0.8413624606402315,0.10392145103532104,0.1270844579295934,0.10953294703646387,-9.091555972082133e-05,0.1422373238373632,0.0026909428939760126,0.15976747603537444,0.13984823917776926,0.3211066403286209,1.0,0.13939585076942815,0.7928187216313465,1.0,1.0,-0.0
MountainCar-v0#0.12857142857142856#0.004357142857142858#0.008607142857142858,0.11296623363715212,0.0055944904306279054,0.7161047143432887,0.09,0.22,0.0,0.85,5.5837035540224855,34.387398191962,0.13529063302687977,0.015709138414766063,0.9757878580328986,0.0025036969070254254,0.002505987211542235,0.0005151278221936201,0.0010196818070590506,0.015325856658378585,0.0010196361374669753,0.01572533889554933,0.0,0.10768033212247016,1.0,0.12067461471357953,0.0,1.0,0.0,0.0
LunarLander-v2#27.142857142857142#2000.0#0.8999999999999999,0.7609655178785752,0.015599589074174802,0.0,0.09,0.09,0.05,0.05,-0.2013614696168713,-0.6852509055829317,0.7273649752002904,0.20077874683243987,0.9930314989390852,0.14100016078248667,0.14178031394478197,-0.0002917984519781181,-0.00037744837921627325,0.1957886648046237,-0.0003766442993989863,0.2018338287260066,0.7368980277516216,0.3116665322062737,1.0,0.5588688717394262,0.1108209005669878,1.0,1.0,0.8067706363942769
CartPole-v1#12.74#1.9#0.01#0.95#7.0,0.7433587056110951,0.007005228804182806,0.004239198931236136,0.12,0.12,0.08,0.08,1.4140393959381903,2.207221171932453,0.48581031578893397,0.19690575875880648,0.9418638045225503,0.07433698411703614,0.07601139665803341,0.04251234260413516,-0.0001201023660620288,0.1989402522287794,-1.7698704907987655e-05,0.20009652599513988,0.6608859021605608,-0.0,1.0,-0.0,0.600404684530014,1.0,1.0,-0.0
CartPole-v1#12.74#0.7#0.01#0.35#7.0,0.5128847148781694,0.002575683404731415,0.0012681159420289856,0.08,0.08,0.11,0.11,2.5410944109953766,8.373703257633988,0.7922024633318184,0.11106022246910692,0.769975957367794,0.0941781088542974,0.13050764441336937,0.13806002030591086,0.0003421542389490302,0.11886976458417389,0.0061324051645580725,0.1466785205282294,0.32777341885359684,0.428053517834706,1.0,0.11744250200986808,1.0,0.4409343127827609,1.0,-0.0
MountainCar-v0#0.3642857142857142#0.002428571428571429#0.004428571428571429,0.18636382663330203,0.00706919980631332,0.6176030159661277,0.11,0.17,0.0,0.77,5.903903701324026,38.42368241711284,0.080283286751886,0.03488607364421268,0.9849215104567545,0.0031644560473849444,0.003165116693490251,-3.3566608677636485e-06,0.0010196818070590506,0.034497690465408334,0.0010196882024354989,0.03489387986747109,0.0,0.0,1.0,0.0,0.28805237315875637,1.0,0.0,0.0
MountainCar-v0#0.20714285714285713#0.0030714285714285717#0.007214285714285715,0.033319563173941455,0.004895635444667273,0.9294016598705634,0.04,0.61,0.0,0.96,5.804058512687535,34.70197216299092,0.09887480195310677,0.017021101506299447,0.9777500251448541,0.0023095437773524175,0.002310636495936946,-0.0002478231863987179,0.0010196818070590506,0.01670257653529721,0.0010196590398196942,0.01703147780223877,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
LunarLander-v2#50.0#857.1428571428571#1.5,0.41605041420852906,0.03365418457408764,0.0,0.1,0.1,0.1,0.1,-0.25981327298083196,0.07265901645598305,0.8755932127717061,0.17755817603813343,0.9924143212796218,0.1477833939459657,0.1481563855500224,0.0030126513513163856,0.0006540745216614093,0.17901615643330449,0.0006549161108680398,0.17797394758999616,-0.0,0.9390612281872367,1.0,1.0,0.9305425796511474,0.9996139008388183,0.8559770014160487,1.0
MountainCar-v0#0.3642857142857142#0.0017857142857142859#0.008607142857142858,-4.7630224814271985e-08,-3.873961376803892e-14,1.0,0.0,1.0,0.0,1.0,,,0.043970193915958584,0.005253625541221121,0.9724390538467552,0.0012060311000164931,0.0012061672733371708,-9.946744888752982e-05,0.0010196818070590506,0.005189048770132915,0.0010196627433033628,0.005257001688745417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LunarLander-v2#21.42857142857143#571.4285714285714#1.2999999999999998,1.2217970271864314,0.04323785049080908,0.0,0.12,0.12,0.1,0.1,-0.6379406861380924,-0.45249251157511505,0.4980454678856229,0.47063549402749166,0.9847179157791616,0.24189263187728524,0.24205123125497024,0.000362238747550392,0.00020223270329883163,0.45919801961134876,0.00020057278998999068,0.4709709529021046,0.7208715420270838,1.0,0.5833923802955508,-0.0,1.0,0.8501018592408054,0.8330639290265354,1.0
CartPole-v1#6.859999999999999#0.7#0.06999999999999999#0.95#7.0,0.79524418734951,0.011985802657330333,0.0010597826086956523,0.04,0.04,0.09,0.1,2.2709263965812334,5.681331171185377,0.7633097005651975,0.08614390408490884,0.8619164843639231,0.06264045292779569,0.06796576009644979,0.08710440163917688,0.0010917657189962375,0.09220211309331933,0.0016551222144695708,0.09206999994656152,0.6210535061482217,1.0,0.9433781987371217,1.0,0.37785114045618245,0.34728891556622643,1.0,-0.0
CartPole-v1#6.859999999999999#0.7#0.01#0.35#1.0,0.7019934053587915,0.004011522386667188,0.0,0.11,0.11,0.09,0.09,2.148453897451092,7.558681545285676,0.46096428438826414,0.27580725201787976,0.9654818424259523,0.09855511035711123,0.10117907734232064,0.033584440478962224,-0.00023587114864347133,0.2787685998123279,-0.00010029361689853663,0.2811184042962621,0.3130001688333615,0.4382812763802127,1.0,0.2216528494807496,0.3735279137444136,1.0,1.0,-0.0
CartPole-v1#12.74#1.9#0.19#0.65#19.0,0.6137697019974437,0.0020286382465142527,0.002112794612794613,0.1,0.1,0.09,0.09,1.64607279956525,2.126666195546939,0.8084517695475256,0.10837186471749753,0.8562109550742429,0.08360743894640812,0.09995779916362553,0.10360137601885427,6.129923199625634e-05,0.11351718981105177,0.0019677991001635247,0.12559160223642538,0.3566726607154325,0.25139682743561753,1.0,0.4347289066825675,0.9478470122236893,1.0,1.0,-0.0
MountainCar-v0#0.28571428571428564#0.0005#0.0030357142857142857,-4.7630224814271985e-08,-3.873961376803892e-14,1.0,0.0,1.0,0.0,1.0,,,0.023504838069358363,0.007431958449632721,0.9879554930750488,0.0011908366005087456,0.0011908738303826087,-0.00034448333117737136,0.0010196818070590506,0.007515957118239941,0.0010196858030930788,0.007433353248857241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CartPole-v1#6.859999999999999#0.1#0.06999999999999999#0.95#13.0,0.5295822032838549,0.0030501597891865757,0.016418716056834495,0.08,0.08,0.13,0.15,1.4801459883541128,1.9750025634080606,0.6096780154181632,0.0933278856153803,0.5761497549760635,0.0932478185923036,0.5076417036096244,0.28542543769779816,0.00041165051422610284,0.09448902974390705,0.20608402381325636,0.4864713530927253,0.7743134316267012,0.9018754050550875,1.0,0.2629733647399892,1.0,0.8595397716977715,1.0,0.6839644863199854
CartPole-v1#18.62#0.1#0.19#0.95#19.0,0.44961450346337495,0.0026749247534608015,0.0023905723905723905,0.08,0.08,0.14,0.14,1.7356656946674816,4.150990817500484,0.5892820516256121,0.09816893911904881,0.5582984531222844,0.09804022494559866,0.560575955684455,0.32302546930242493,0.0002563694924213655,0.0978766723392154,0.2790904444509962,0.5365107243860943,0.09586510409443627,0.34294100657913984,1.0,0.07788269839273462,1.0,0.73691754219274,1.0,0.12929467981290169
MountainCar-v0#0.6#0.0030714285714285717#0.001642857142857143,0.6478394519367466,0.03397333450046547,0.06337428106528116,0.07,0.07,0.04,0.27,1.672721929061838,2.2805482355196425,0.1959011422612775,0.07850796589898804,0.9949325667848505,0.011159270391429919,0.011164815360580144,-1.677374349298875e-05,0.00010636831025620156,0.07869201523036426,0.00010653624107522227,0.0785337948384829,0.003086560105500068,0.9756798390213957,1.0,1.0,0.9745448262578883,0.8750382379932702,0.9550838218421969,1.0
LunarLander-v2#27.142857142857142#571.4285714285714#1.2999999999999998,0.9636552024900329,0.05249408009619988,0.0,0.1,0.1,0.06,0.06,-0.5707626391948285,0.406789996840486,0.4528818819480065,0.13615658081986773,0.9867227809431117,0.058773474594830274,0.05889636673037592,0.0012266426292475657,-0.00029538643610659275,0.13231280891321118,-0.00029426800988090266,0.13641375666447206,0.7850390039280112,0.484870942059108,1.0,0.3538764759751837,1.0,0.9723483197584167,0.541613209882743,1.0
CartPole-v1#18.62#1.9#0.19#0.35#13.0,0.641740305097674,0.0035285826386389097,0.013553571428571429,0.09,0.1,0.09,0.1,1.2465523732124195,1.1358670008864706,0.8008978040014958,0.14192232096049978,0.8503944608371856,0.10526506996676954,0.13648433129355675,0.08985035821889581,6.513202859150762e-05,0.14978495490052032,0.002987407831985281,0.174966407572145,0.14827871814389898,0.17402933809842536,1.0,0.13431893956778207,1.0,0.9058544695364209,1.0,-0.0
MountainCar-v0#0.3642857142857142#0.002428571428571429#0.005821428571428572,0.016361807790906784,0.003494434782440389,0.9439391767542938,0.03,0.64,0.0,0.97,7.739737711245555,63.1703746668008,0.08895338888697867,0.022780087605283137,0.9817416946499303,0.0026262862140326187,0.002627145761535681,0.0006272884122039866,0.0010196818070590506,0.022493229993349798,0.0010196449803802985,0.0227894675092329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CartPole-v1#12.74#1.3#0.19#0.35#7.0,0.6511295294365878,0.0032443474605108923,0.0,0.08,0.08,0.1,0.1,2.0462917287215903,5.82512056007732,0.775384584404182,0.17484444749824973,0.8763699122657624,0.11928035878846258,0.1436499572556178,0.08628529909787414,0.00033727108066713,0.17880991669901208,0.0026635944179530533,0.20221483820428082,0.36072260704295617,0.4435486926268068,1.0,0.23741818694060682,1.0,0.4476459494519865,1.0,-0.0
